,NVDA
5125,61.2499
5126,61.3
5127,61.155
5128,61.31
5129,61.51
5130,61.51
5131,61.62
5132,61.69
5133,61.63
5134,61.59
5135,61.479
5136,61.379
5137,61.475
5138,61.61
5139,61.6399
5140,61.6456
5141,61.595
5142,61.665
5143,61.68
5144,61.59
5145,61.8
5146,61.83
5147,61.77
5148,61.755
5149,61.87
5150,61.7258
5151,61.7
5152,61.725
5153,61.73
5154,61.74
5155,61.7
5156,61.69
5157,61.58
5158,61.62
5159,61.65
5160,61.59
5161,61.57
5162,61.72
5163,61.78
5164,61.8207
5165,61.89
5166,61.9699
5167,61.969
5168,62.07
5169,62.1738
5170,62.01
5171,62.0
5172,62.0
5173,62.045
5174,62.13
5175,62.25
5176,62.232
5177,62.1748
5178,62.2948
5179,62.3
5180,62.32
5181,62.32
5182,62.359
5183,62.36
5184,62.3711
5185,62.4248
5186,62.37
5187,62.27
5188,62.37
5189,62.32
5190,62.3354
5191,62.37
5192,62.36
5193,62.44
5194,62.4101
5195,62.351000000000006
5196,62.41
5197,62.345
5198,62.355
5199,62.2596
5200,62.29
5201,62.19
5202,62.15
5203,62.09
5204,62.13
5205,62.2456
5206,62.24
5207,62.24
5208,62.2175
5209,62.17100000000002
5210,62.19
5211,62.22
5212,62.25
5213,62.31
5214,62.272
5215,62.3
5216,62.305
5217,62.3
5218,62.18
5219,62.24
5220,62.2358
5221,62.1764
5222,62.18
5223,62.19
5224,62.1372
5225,62.145
5226,62.12
5227,62.04
5228,62.0
5229,62.1294
5230,62.088
5231,62.07
5232,62.06
5233,62.07
5234,62.06
5235,62.09
5236,62.13
5237,62.185
5238,62.175
5239,62.16
5240,62.205
5241,62.1936
5242,62.21100000000001
5243,62.17
5244,62.245
5245,62.2889
5246,62.29
5247,62.285
5248,62.2687
5249,62.1911
5250,62.155
5251,62.22
5252,62.23
5253,62.19
5254,62.18899999999999
5255,62.121
5256,62.02
5257,62.025
5258,62.0736
5259,62.04
5260,61.97
5261,61.92
5262,61.985
5263,62.015
5264,62.033
5265,62.0299
5266,62.02
5267,61.9299
5268,61.92
5269,61.88
5270,61.885
5271,61.88
5272,61.9
5273,61.85
5274,61.83
5275,61.815
5276,61.8115
5277,61.7664
5278,61.81
5279,61.78
5280,61.79
5281,61.83
5282,61.845
5283,61.86
5284,61.85
5285,61.84
5286,61.81
5287,61.785
5288,61.78
5289,61.7651
5290,61.775
5291,61.7864
5292,61.8165
5293,61.83
5294,61.88
5295,61.91
5296,61.96
5297,61.9856
5298,61.9664
5299,61.9985
5300,61.98
5301,62.005
5302,62.0
5303,61.95
5304,61.935
5305,61.91
5306,61.9
5307,61.92
5308,61.995
5309,62.0
5310,62.08
5311,62.11
5312,62.095
5313,62.1428
5314,62.16
5315,62.1872
5316,62.185
5317,62.13
5318,62.149
5319,62.12
5320,62.12
5321,62.17
5322,62.1801
5323,62.195
5324,62.249
5325,62.2363
5326,62.285
5327,62.291
5328,62.295
5329,62.295
5330,62.2059
5331,62.2
5332,62.235
5333,62.24
5334,62.23
5335,62.215
5336,62.24
5337,62.2387
5338,62.24
5339,62.2201
5340,62.1782
5341,62.21
5342,62.215
5343,62.2348
5344,62.2193
5345,62.239
5346,62.235
5347,62.2
5348,62.2058
5349,62.215
5350,62.23
5351,62.29
5352,62.29
5353,62.34
5354,62.389
5355,62.38
5356,62.435
5357,62.4448
5358,62.45
5359,62.455
5360,62.45
5361,62.459
5362,62.44
5363,62.45
5364,62.46
5365,62.4552
5366,62.49
5367,62.525
5368,62.56
5369,62.57
5370,62.6249
5371,62.615
5372,62.61
5373,62.6337
5374,62.67
5375,62.71
5376,62.73
5377,62.75
5378,62.745
5379,62.75
5380,62.8
5381,62.83
5382,62.8164
5383,62.871
5384,62.845
5385,62.862
5386,62.92
5387,62.9399
5388,62.938
5389,62.98
5390,62.98
5391,62.98
5392,62.99
5393,62.947
5394,62.98
5395,62.98
5396,62.8754
5397,62.89
5398,62.89
5399,62.91
5400,62.9299
5401,62.915
5402,62.96
5403,62.985
5404,62.99
5405,62.9464
5406,62.985
5407,62.995
5408,62.96100000000001
5409,62.93
5410,62.9826
5411,62.965
5412,62.98
5413,62.99
5414,62.995
5415,62.98
5416,62.98
5417,63.0
5418,62.99
5419,62.985
5420,62.995
5421,62.9955
5422,62.981
5423,62.99
5424,62.995
5425,62.99
5426,63.0
5427,63.06
5428,63.0999
5429,63.09
5430,63.105
5431,63.118
5432,63.04
5433,63.0899
5434,63.11
5435,63.03
5436,63.04
5437,63.06
5438,63.0948
5439,63.11
5440,63.105
5441,63.21
5442,63.16
5443,63.1
5444,63.16
5445,63.12
5446,63.15
5447,63.14
5448,63.16
5449,63.1724
5450,63.17
5451,63.2
5452,63.1908
5453,63.1575
5454,63.15
5455,63.1454
5456,63.145
5457,63.16
5458,63.075
5459,63.08
5460,63.04
5461,63.0861
5462,62.935
5463,62.8
5464,62.63
5465,62.67
5466,62.5856
5467,62.6124
5468,62.4698
5469,62.23
5470,62.29
5471,62.19
5472,62.4092
5473,62.25
5474,62.32
5475,62.27
5476,62.445
5477,62.37
5478,62.489
5479,62.55
5480,62.555
5481,62.53
5482,62.4256
5483,62.3535
5484,62.32
5485,62.38
5486,62.5852
5487,62.61
5488,62.595
5489,62.51
5490,62.56
5491,62.61
5492,62.695
5493,62.82
5494,62.75
5495,62.71
5496,62.7
5497,62.71
5498,62.735
5499,62.6367
5500,62.7
5501,62.76
5502,62.685
5503,62.71
5504,62.7288
5505,62.715
5506,62.779
5507,62.75
5508,62.7767
5509,62.93
5510,62.88
5511,62.875
5512,62.84
5513,62.8373
5514,62.92
5515,62.969
5516,62.972
5517,62.9993
5518,62.93
5519,62.975
5520,62.95
5521,62.96
5522,62.95
5523,62.95
5524,62.92
5525,62.92
5526,62.93
5527,62.94
5528,62.9862
5529,62.98
5530,62.9775
5531,62.96
5532,62.9565
5533,62.9501
5534,62.9205
5535,62.945
5536,62.96
5537,62.935
5538,62.93600000000002
5539,62.85
5540,62.84
5541,62.82
5542,62.8358
5543,62.88
5544,62.925
5545,62.9
5546,62.9
5547,62.8699
5548,62.86
5549,62.8565
5550,62.845
5551,62.87
5552,62.9265
5553,62.92
5554,62.945
5555,62.97
5556,62.97
5557,62.97
5558,62.99
5559,62.971
5560,62.99
5561,62.99
5562,63.015
5563,63.005
5564,63.0099
5565,62.94
5566,62.99
5567,62.99
5568,63.0475
5569,63.03
5570,63.08
5571,63.1
5572,63.105
5573,63.15
5574,63.1765
5575,63.13
5576,63.09
5577,63.0648
5578,63.04
5579,63.07
5580,63.0963
5581,63.135
5582,63.1
5583,63.0711
5584,63.11
5585,63.135
5586,63.12
5587,63.1
5588,63.12
5589,63.12
5590,63.13800000000001
5591,63.135
5592,63.129
5593,63.105
5594,63.1
5595,63.04
5596,63.065
5597,63.08
5598,63.1499
5599,63.2
5600,63.2189
5601,63.22
5602,63.17
5603,63.199
5604,63.21
5605,63.22
5606,63.24
5607,63.2465
5608,63.205
5609,63.2107
5610,63.2379
5611,63.22
5612,63.242
5613,63.2384
5614,63.21
5615,63.23
5616,63.28
5617,63.2884
5618,63.31
5619,63.33
5620,63.34
5621,63.36
5622,63.42
5623,63.4307
5624,63.39
5625,63.4176
5626,63.45
5627,63.455
5628,63.48
5629,63.457
5630,63.43
5631,63.47
5632,63.4699
5633,63.43
5634,63.4679
5635,63.4699
5636,63.47
5637,63.44
5638,63.45
5639,63.4117
5640,63.38
5641,63.375
5642,63.351000000000006
5643,63.35
5644,63.33
5645,63.2125
5646,63.245
5647,63.23
5648,63.2207
5649,63.185
5650,63.1793
5651,63.15
5652,63.155
5653,63.18
5654,63.175
5655,63.176
5656,63.21
5657,63.181
5658,63.2062
5659,63.22
5660,63.16
5661,63.1658
5662,63.19
5663,63.22
5664,63.2465
5665,63.27
5666,63.3061
5667,63.2799
5668,63.2786
5669,63.3
5670,63.315
5671,63.29
5672,63.27
5673,63.275
5674,63.23
5675,63.2388
5676,63.24
5677,63.235
5678,63.22
5679,63.23
5680,63.22
5681,63.24
5682,63.2158
5683,63.219
5684,63.21
5685,63.21
5686,63.219
5687,63.195
5688,63.225
5689,63.2206
5690,63.19
5691,63.14
5692,63.09
5693,63.115
5694,63.11
5695,63.1
5696,63.105
5697,63.1199
5698,63.15
5699,63.15
5700,63.15
5701,63.145
5702,63.14
5703,63.095
5704,63.08
5705,63.07
5706,63.06
5707,63.05
5708,63.119
5709,63.091
5710,63.08
5711,63.13
5712,63.14
5713,63.13
5714,63.1452
5715,63.12
5716,63.105
5717,63.14
5718,63.1266
5719,63.125
5720,63.111
5721,63.115
5722,63.07
5723,63.0899
5724,63.1
5725,63.07
5726,63.065
5727,63.075
5728,63.06
5729,63.0539
5730,63.04
5731,63.06
5732,63.075
5733,63.085
5734,63.085
5735,63.065
5736,63.095
5737,63.1
5738,63.095
5739,63.1
5740,63.08
5741,63.095
5742,63.1
5743,63.08
5744,63.08
5745,63.07
5746,63.09
5747,63.09
5748,63.085
5749,63.085
5750,63.08
5751,63.09
5752,63.095
5753,63.14
5754,63.16
5755,63.17
5756,63.19
5757,63.21
5758,63.225
5759,63.265
5760,63.29
5761,63.221
5762,63.255
5763,63.2501
5764,63.245
5765,63.2299
5766,63.2348
5767,63.22
5768,63.225
5769,63.21
5770,63.235
5771,63.23
5772,63.25
5773,63.27
5774,63.2501
5775,63.265
5776,63.2499
5777,63.21
5778,63.18
5779,63.205
5780,63.201
5781,63.23
5782,63.21
5783,63.19
5784,63.165
5785,63.165
5786,63.165
5787,63.13
5788,63.12
5789,63.14100000000001
5790,63.165
5791,63.145
5792,63.15
5793,63.145
5794,63.13
5795,63.135
5796,63.127
5797,63.13
5798,63.13
5799,63.1
5800,63.09
5801,63.09
5802,63.095
5803,63.085
5804,63.0738
5805,63.07
5806,63.06
5807,63.07
5808,63.025
5809,62.99
5810,62.995
5811,63.015
5812,63.03
5813,63.0034
5814,63.02
5815,63.005
5816,63.0
5817,62.99
5818,62.99
5819,62.98
5820,62.9802
5821,63.0
5822,63.0
5823,62.975
5824,62.985
5825,62.995
5826,63.00899999999999
5827,62.975
5828,63.0
5829,62.995
5830,62.99
5831,62.99
5832,62.995
5833,62.985
5834,63.005
5835,62.995
5836,63.0
5837,63.03
5838,63.01
5839,62.99
5840,62.98
5841,62.99
5842,62.99
5843,62.97
5844,62.98
5845,62.9402
5846,62.98
5847,62.9744
5848,62.975
5849,62.975
5850,62.98
5851,62.72
5852,62.6014
5853,62.6068
5854,62.62
5855,62.5499
5856,62.42
5857,62.49
5858,62.55
5859,62.59
5860,62.6
5861,62.57
5862,62.4862
5863,62.48
5864,62.53
5865,62.65
5866,62.69
5867,62.7642
5868,62.74
5869,62.7099
5870,62.685
5871,62.72
5872,62.8
5873,62.8001
5874,62.85
5875,62.83
5876,62.8
5877,62.85
5878,62.9224
5879,62.98
5880,62.89
5881,62.92
5882,62.93
5883,62.9
5884,62.96
5885,62.9
5886,62.94
5887,62.89
5888,62.88
5889,62.87
5890,62.85
5891,62.88
5892,62.875
5893,62.865
5894,62.83
5895,62.875
5896,62.86
5897,62.83
5898,62.8335
5899,62.79
5900,62.76
5901,62.729
5902,62.78
5903,62.75
5904,62.75
5905,62.74
5906,62.728
5907,62.73
5908,62.67
5909,62.65
5910,62.65
5911,62.655
5912,62.61
5913,62.59
5914,62.655
5915,62.605
5916,62.62
5917,62.61
5918,62.59
5919,62.5949
5920,62.61
5921,62.615
5922,62.6173
5923,62.55
5924,62.555
5925,62.55
5926,62.525
5927,62.5
5928,62.5272
5929,62.6176
5930,62.625
5931,62.5525
5932,62.49
5933,62.505
5934,62.55
5935,62.52
5936,62.5265
5937,62.52
5938,62.53
5939,62.525
5940,62.56
5941,62.56
5942,62.5815
5943,62.64
5944,62.6
5945,62.63
5946,62.631
5947,62.64
5948,62.655
5949,62.665
5950,62.695
5951,62.7
5952,62.71
5953,62.67
5954,62.71
5955,62.705
5956,62.75
5957,62.73
5958,62.675
5959,62.74
5960,62.745
5961,62.79
5962,62.76
5963,62.725
5964,62.71
5965,62.725
5966,62.72
5967,62.695
5968,62.71
5969,62.7082
5970,62.68600000000002
5971,62.7
5972,62.66
5973,62.6442
5974,62.61
5975,62.59
5976,62.61
5977,62.64
5978,62.6216
5979,62.645
5980,62.635
5981,62.665
5982,62.67
5983,62.67
5984,62.67
5985,62.65
5986,62.635
5987,62.6236
5988,62.63
5989,62.63
5990,62.64
5991,62.625
5992,62.635
5993,62.615
5994,62.615
5995,62.61
5996,62.625
5997,62.615
5998,62.635
5999,62.65
6000,62.6442
6001,62.64
6002,62.6664
6003,62.65
6004,62.635
6005,62.63
6006,62.6489
6007,62.675
6008,62.675
6009,62.7
6010,62.69
6011,62.71
6012,62.74
6013,62.74
6014,62.7267
6015,62.77
6016,62.76
6017,62.77
6018,62.7516
6019,62.76
6020,62.77
6021,62.8
6022,62.805
6023,62.825
6024,62.8033
6025,62.82
6026,62.835
6027,62.84
6028,62.77
6029,62.79
6030,62.76
6031,62.77
6032,62.78
6033,62.7758
6034,62.78
6035,62.79
6036,62.83
6037,62.79
6038,62.8
6039,62.805
6040,62.805
6041,62.81
6042,62.815
6043,62.805
6044,62.805
6045,62.805
6046,62.805
6047,62.81
6048,62.8264
6049,62.84
6050,62.835
6051,62.835
6052,62.82
6053,62.8066
6054,62.795
6055,62.795
6056,62.7801
6057,62.8
6058,62.815
6059,62.805
6060,62.81
6061,62.8
6062,62.795
6063,62.8
6064,62.7901
6065,62.8
6066,62.78100000000001
6067,62.76
6068,62.78
6069,62.775
6070,62.78
6071,62.775
6072,62.78
6073,62.78
6074,62.78
6075,62.78
6076,62.78
6077,62.7736
6078,62.75
6079,62.73
6080,62.74
6081,62.73
6082,62.7217
6083,62.7042
6084,62.7038
6085,62.705
6086,62.715
6087,62.716
6088,62.73
6089,62.7
6090,62.7
6091,62.69
6092,62.67
6093,62.67
6094,62.66
6095,62.685
6096,62.6874
6097,62.69
6098,62.675
6099,62.66
6100,62.659
6101,62.655
6102,62.66
6103,62.64
6104,62.63
6105,62.62
6106,62.615
6107,62.62
6108,62.63
6109,62.66
6110,62.67
6111,62.65
6112,62.63
6113,62.635
6114,62.675
6115,62.6601
6116,62.66
6117,62.65
6118,62.6302
6119,62.66
6120,62.62
6121,62.66
6122,62.71
6123,62.6801
6124,62.7
6125,62.71
6126,62.701
6127,62.68
6128,62.685
6129,62.665
6130,62.67
6131,62.7
6132,62.66
6133,62.665
6134,62.675
6135,62.63
6136,62.61
6137,62.61
6138,62.62
6139,62.615
6140,62.58
6141,62.5725
6142,62.58
6143,62.6
6144,62.62
6145,62.6068
6146,62.59
6147,62.65
6148,62.63
6149,62.63
6150,62.57899999999999
6151,62.5507
6152,62.58
6153,62.56
6154,62.54
6155,62.53
6156,62.52
6157,62.55
6158,62.558
6159,62.545
6160,62.545
6161,62.55
6162,62.57
6163,62.585
6164,62.6
6165,62.595
6166,62.58
6167,62.55
6168,62.5797
6169,62.55
6170,62.61
6171,62.6127
6172,62.66
6173,62.64
6174,62.66
6175,62.67
6176,62.68
6177,62.68
6178,62.68
6179,62.68
6180,62.697
6181,62.69
6182,62.67
6183,62.68
6184,62.665
6185,62.665
6186,62.71
6187,62.739
6188,62.7458
6189,62.755
6190,62.75
6191,62.7499
6192,62.73
6193,62.74
6194,62.745
6195,62.75
6196,62.74
6197,62.7
6198,62.71
6199,62.7061
6200,62.71
6201,62.695
6202,62.725
6203,62.7277
6204,62.72
6205,62.73
6206,62.7
6207,62.685
6208,62.6837
6209,62.6899
6210,62.68
6211,62.68
6212,62.705
6213,62.7262
6214,62.72
6215,62.71
6216,62.71
6217,62.715
6218,62.71
6219,62.695
6220,62.7
6221,62.695
6222,62.7
6223,62.6836
6224,62.695
6225,62.7
6226,62.7
6227,62.695
6228,62.715
6229,62.72
6230,62.72
6231,62.71
6232,62.67
6233,62.695
6234,62.705
6235,62.71
6236,62.69
6237,62.645
6238,62.645
6239,62.62
6240,62.6
6241,62.5562
6242,62.37
6243,62.27
6244,62.19
6245,62.21
6246,62.04
6247,61.9501
6248,61.978
6249,62.0
6250,62.03
6251,62.0
6252,61.99
6253,62.03
6254,62.06
6255,62.212
6256,62.2882
6257,62.3
6258,62.26
6259,62.29
6260,62.29
6261,62.34
6262,62.35
6263,62.32
6264,62.33
6265,62.335
6266,62.31
6267,62.3248
6268,62.25
6269,62.2039
6270,62.07
6271,62.1
6272,62.04
6273,61.97
6274,62.0014
6275,61.92
6276,61.9692
6277,62.01
6278,62.01
6279,62.0
6280,61.98
6281,61.99
6282,62.07
6283,62.03
6284,62.01
6285,62.04
6286,62.0201
6287,62.025
6288,62.03
6289,62.095
6290,62.11
6291,62.12
6292,62.09
6293,62.1
6294,62.18
6295,62.135
6296,62.06
6297,62.06
6298,62.04
6299,62.055
6300,62.06
6301,62.01
6302,61.98
6303,61.98
6304,62.0411
6305,62.0
6306,61.95
6307,61.901
6308,61.85
6309,61.89
6310,61.8
6311,61.73
6312,61.67
6313,61.67
6314,61.63
6315,61.57
6316,61.53
6317,61.46
6318,61.43
6319,61.42
6320,61.567
6321,61.47
6322,61.49
6323,61.41
6324,61.56
6325,61.6513
6326,61.645
6327,61.6697
6328,61.71
6329,61.68
6330,61.72
6331,61.795
6332,61.795
6333,61.7599
6334,61.7
6335,61.7
6336,61.74
6337,61.7
6338,61.695
6339,61.71
6340,61.75
6341,61.74
6342,61.7058
6343,61.68
6344,61.695
6345,61.66
6346,61.6837
6347,61.67
6348,61.699
6349,61.685
6350,61.675
6351,61.645
6352,61.61
6353,61.645
6354,61.63
6355,61.62
6356,61.58
6357,61.5896
6358,61.565
6359,61.55
6360,61.51
6361,61.49
6362,61.505
6363,61.459
6364,61.41
6365,61.342
6366,61.345
6367,61.3599
6368,61.35
6369,61.24
6370,61.3389
6371,61.25100000000001
6372,61.21100000000001
6373,61.19
6374,61.16
6375,61.19
6376,61.159
6377,61.1459
6378,61.11
6379,61.085
6380,61.085
6381,61.2
6382,61.09
6383,61.14
6384,61.0
6385,61.0
6386,61.103
6387,61.04
6388,61.01
6389,61.0
6390,61.035
6391,61.0454
6392,61.0001
6393,60.995
6394,61.025
6395,61.01
6396,60.92
6397,60.9
6398,60.8575
6399,60.8893
6400,60.9793
6401,61.005
6402,60.93
6403,60.865
6404,60.86
6405,60.8142
6406,60.84
6407,60.82
6408,60.8
6409,60.78
6410,60.765
6411,60.76
6412,60.71
6413,60.67
6414,60.7442
6415,60.8193
6416,60.77
6417,60.77
6418,60.77
6419,60.725
6420,60.715
6421,60.75899999999999
6422,60.7468
6423,60.765
6424,60.77
6425,60.78
6426,60.7998
6427,60.73
6428,60.755
6429,60.815
6430,60.8
6431,60.8137
6432,60.81
6433,60.81
6434,60.815
6435,60.815
6436,60.915
6437,60.94
6438,60.965
6439,61.03
6440,61.08
6441,61.1
6442,61.15
6443,61.1082
6444,61.08
6445,61.1299
6446,61.125
6447,61.095
6448,61.125
6449,61.1101
6450,61.16
6451,61.13
6452,61.12
6453,61.12
6454,61.145
6455,61.2193
6456,61.23
6457,61.299
6458,61.26
6459,61.25
6460,61.29
6461,61.29
6462,61.32
6463,61.35
6464,61.365
6465,61.37
6466,61.37
6467,61.3548
6468,61.381
6469,61.415
6470,61.4
6471,61.345
6472,61.355
6473,61.325
6474,61.2501
6475,61.2
6476,61.1918
6477,61.1801
6478,61.195
6479,61.11
6480,61.08
6481,61.096
6482,61.075
6483,61.045
6484,60.96
6485,60.995
6486,60.97
6487,60.935
6488,60.89
6489,60.945
6490,60.98
6491,61.0
6492,60.94
6493,60.915
6494,60.98
6495,60.975
6496,60.99
6497,61.07
6498,61.0
6499,60.93
6500,60.91
6501,60.925
6502,60.918
6503,60.89
6504,60.85
6505,60.82
6506,60.865
6507,60.8899
6508,60.889
6509,60.93
6510,60.9286
6511,60.79
6512,60.96
6513,60.9
6514,60.93
6515,61.02
6516,60.97
6517,60.91
6518,60.99
6519,61.04
6520,61.0
6521,61.045
6522,61.07
6523,61.246
6524,61.35
6525,61.32
6526,61.2416
6527,61.165
6528,61.1
6529,61.07
6530,61.1
6531,61.17
6532,61.195
6533,61.195
6534,61.19
6535,61.23
6536,61.15
6537,61.22
6538,61.21100000000001
6539,61.12
6540,61.1
6541,60.99
6542,60.95
6543,60.955
6544,61.03
6545,61.1
6546,61.04
6547,61.05
6548,61.14
6549,61.2
6550,61.08
6551,61.09
6552,61.075
6553,61.095
6554,61.1301
6555,61.12
6556,61.11
6557,61.1
6558,61.17
6559,61.15
6560,61.101000000000006
6561,61.095
6562,61.06
6563,61.04
6564,61.0348
6565,61.04
6566,61.09
6567,61.0699
6568,61.05
6569,61.0311
6570,61.07
6571,61.12
6572,61.17
6573,61.119
6574,61.072
6575,61.13
6576,61.16
6577,61.135
6578,61.1101
6579,61.109
6580,61.06
6581,61.065
6582,61.03
6583,61.04
6584,61.05
6585,61.055
6586,61.085
6587,61.055
6588,61.0401
6589,61.0693
6590,61.1
6591,61.12
6592,61.12
6593,61.13
6594,61.14
6595,61.15
6596,61.18
6597,61.205
6598,61.19
6599,61.229
6600,61.22
6601,61.225
6602,61.195
6603,61.22
6604,61.19
6605,61.205
6606,61.195
6607,61.18
6608,61.185
6609,61.215
6610,61.22
6611,61.22
6612,61.205
6613,61.2
6614,61.2
6615,61.24
6616,61.245
6617,61.25
6618,61.246
6619,61.2373
6620,61.245
6621,61.25
6622,61.24
6623,61.22
6624,61.215
6625,61.18
6626,61.185
6627,61.18
6628,61.2
6629,61.175
6630,61.15
6631,61.23
6632,60.93
6633,61.0
6634,60.92
6635,60.9688
6636,61.2389
6637,61.08
6638,61.16
6639,61.305
6640,61.17
6641,61.0562
6642,61.18
6643,61.153
6644,61.12
6645,61.22
6646,61.328
6647,61.2604
6648,61.286
6649,61.29
6650,61.3048
6651,61.28
6652,61.279
6653,61.35
6654,61.4499
6655,61.47
6656,61.53
6657,61.63
6658,61.67
6659,61.67
6660,61.598
6661,61.57
6662,61.5799
6663,61.59
6664,61.6846
6665,61.8
6666,61.8
6667,61.799
6668,61.81
6669,61.79
6670,61.78
6671,61.7113
6672,61.73
6673,61.71
6674,61.72
6675,61.755
6676,61.77
6677,61.83
6678,61.91
6679,61.86
6680,61.9
6681,61.88
6682,61.84
6683,61.87
6684,61.7958
6685,61.83
6686,61.765
6687,61.7375
6688,61.795
6689,61.83
6690,61.83
6691,61.825
6692,61.8
6693,61.82
6694,61.805
6695,61.815
6696,61.79
6697,61.7773
6698,61.81
6699,61.78
6700,61.799
6701,61.74
6702,61.7536
6703,61.755
6704,61.69
6705,61.67
6706,61.65
6707,61.645
6708,61.65
6709,61.665
6710,61.69
6711,61.765
6712,61.79
6713,61.76
6714,61.7507
6715,61.775
6716,61.835
6717,61.8
6718,61.83
6719,61.75899999999999
6720,61.775
6721,61.7599
6722,61.775
6723,61.7899
6724,61.7362
6725,61.775
6726,61.78
6727,61.8
6728,61.89
6729,61.8899
6730,61.87
6731,61.87
6732,61.905
6733,61.9004
6734,61.92
6735,61.91
6736,61.86
6737,61.9
6738,61.89
6739,61.875
6740,61.8764
6741,61.81
6742,61.79
6743,61.815
6744,61.88
6745,61.9162
6746,61.92
6747,61.9275
6748,61.9
6749,61.955
6750,61.98
6751,62.0075
6752,62.055
6753,62.095
6754,62.065
6755,62.0486
6756,62.005
6757,61.95
6758,61.97
6759,61.95
6760,61.95
6761,61.93
6762,61.89
6763,61.91
6764,61.93
6765,61.9799
6766,61.99
6767,61.98
6768,62.0
6769,62.0101
6770,62.02
6771,62.01
6772,61.98
6773,61.985
6774,62.0
6775,62.01
6776,62.035
6777,62.0638
6778,62.0501
6779,62.095
6780,62.0999
6781,62.08
6782,62.1
6783,62.1
6784,62.085
6785,62.05
6786,62.025
6787,62.0452
6788,62.005
6789,62.04
6790,62.01
6791,62.04
6792,62.05
6793,62.055
6794,62.05
6795,62.045
6796,62.0662
6797,62.07
6798,62.0601
6799,62.035
6800,62.06
6801,62.05
6802,62.05
6803,62.045
6804,62.035
6805,62.04
6806,62.0385
6807,61.98
6808,61.97
6809,61.9695
6810,61.94
6811,61.82
6812,61.8421
6813,61.8163
6814,61.815
6815,61.815
6816,61.76
6817,61.73
6818,61.7561
6819,61.79
6820,61.84
6821,61.825
6822,61.839
6823,61.835
6824,61.87
6825,61.86
6826,61.86
6827,61.88
6828,61.87
6829,61.865
6830,61.89
6831,61.8786
6832,61.905
6833,61.8899
6834,61.88
6835,61.89
6836,61.8836
6837,61.87
6838,61.85
6839,61.8001
6840,61.795
6841,61.83
6842,61.85
6843,61.88
6844,61.88
6845,61.8775
6846,61.875
6847,61.89
6848,61.89
6849,61.885
6850,61.91
6851,61.95
6852,61.96
6853,61.98
6854,61.97
6855,61.97
6856,61.98
6857,62.0
6858,62.0001
6859,62.02
6860,61.995
6861,61.98
6862,61.975
6863,61.98
6864,61.97
6865,61.9258
6866,61.96
6867,61.945
6868,61.97
6869,62.0
6870,61.995
6871,62.01
6872,62.0799
6873,62.065
6874,62.0689
6875,62.035
6876,62.03
6877,62.03
6878,62.0255
6879,62.0
6880,62.035
6881,62.02
6882,62.02
6883,62.0593
6884,62.05
6885,62.0801
6886,62.07899999999999
6887,62.07
6888,62.08
6889,62.1
6890,62.0863
6891,62.1
6892,62.09
6893,62.13
6894,62.16
6895,62.1663
6896,62.1799
6897,62.1229
6898,62.14
6899,62.14
6900,62.135
6901,62.1286
6902,62.09
6903,62.095
6904,62.09
6905,62.05
6906,62.07
6907,62.055
6908,62.0652
6909,62.0742
6910,62.09
6911,62.105
6912,62.13
6913,62.11
6914,62.06
6915,62.045
6916,62.02
6917,62.03
6918,62.0492
6919,62.0625
6920,62.05
6921,62.0737
6922,62.075
6923,62.07
6924,62.05
6925,62.07
6926,62.13
6927,62.14
6928,62.15
6929,62.11
6930,62.12
6931,62.1187
6932,62.1273
6933,62.09
6934,62.1044
6935,62.09
6936,62.11
6937,62.09
6938,62.08
6939,62.06
6940,62.065
6941,62.1017
6942,62.095
6943,62.1499
6944,62.1225
6945,62.14
6946,62.0899
6947,62.081
6948,62.0899
6949,62.125
6950,62.1399
6951,62.0876
6952,62.085
6953,62.12
6954,62.125
6955,62.115
6956,62.09
6957,62.09
6958,62.09
6959,62.1
6960,62.095
6961,62.095
6962,62.09
6963,62.095
6964,62.09
6965,62.1
6966,62.15
6967,62.15
6968,62.1601
6969,62.1963
6970,62.17
6971,62.16
6972,62.17
6973,62.155
6974,62.16
6975,62.155
6976,62.14
6977,62.14
6978,62.15
6979,62.14
6980,62.14
6981,62.14
6982,62.139
6983,62.14
6984,62.15
6985,62.1515
6986,62.125
6987,62.13
6988,62.12
6989,62.125
6990,62.13
6991,62.075
6992,62.035
6993,62.035
6994,62.02
6995,62.0
6996,61.95
6997,62.0
6998,61.96
6999,61.97
7000,61.96
7001,62.005
7002,62.015
7003,62.04
7004,62.045
7005,62.07
7006,62.07
7007,62.07
7008,62.06
7009,62.04
7010,62.07
7011,62.1
7012,62.0707
7013,62.07
7014,62.1
7015,62.13
7016,62.12
7017,62.08
7018,62.11
7019,62.08
7020,62.1
7021,61.9001
7022,61.91
7023,61.93
7024,62.1
7025,62.294
7026,62.2849
7027,62.1179
7028,62.1288
7029,62.16
7030,62.142
7031,62.27
7032,62.21
7033,62.27
7034,62.27
7035,62.26
7036,62.25
7037,62.22
7038,62.27
7039,62.37
7040,62.44
7041,62.42
7042,62.43
7043,62.52
7044,62.53100000000001
7045,62.6152
7046,62.72
7047,62.69
7048,62.7025
7049,62.555
7050,62.56
7051,62.61
7052,62.57100000000001
7053,62.49
7054,62.455
7055,62.44
7056,62.525
7057,62.55
7058,62.5893
7059,62.59
7060,62.57
7061,62.57
7062,62.58
7063,62.54
7064,62.48
7065,62.4499
