,GOOGL
7219,798.13
7220,798.36
7221,797.9199999999997
7222,797.69
7223,797.735
7224,797.63
7225,797.659
7226,797.48
7227,797.33
7228,797.47
7229,797.34
7230,797.2999999999997
7231,797.23
7232,797.02
7233,797.12
7234,797.25
7235,797.2
7236,797.26
7237,797.4199999999997
7238,797.58
7239,797.53
7240,797.48
7241,797.43
7242,797.52
7243,797.4099999999999
7244,797.3821499999997
7245,797.3542999999999
7246,797.7
7247,797.46
7248,797.35
7249,797.56
7250,797.49
7251,797.77
7252,797.7899999999997
7253,797.72
7254,797.77
7255,797.82
7256,797.81
7257,797.7999999999997
7258,797.82
7259,798.0698999999997
7260,797.9244999999999
7261,797.64
7262,797.43
7263,797.71
7264,797.7799999999999
7265,797.5880000000003
7266,797.48
7267,797.68
7268,797.82
7269,798.23
7270,798.24
7271,798.45
7272,798.4780000000003
7273,798.6699999999997
7274,798.56
7275,798.6310000000003
7276,798.4786
7277,798.4421
7278,798.54105
7279,798.64
7280,798.6499999999999
7281,798.39
7282,798.34
7283,798.1199999999999
7284,797.8999999999999
7285,797.95
7286,797.94
7287,797.64
7288,797.71
7289,797.62
7290,797.7033333333335
7291,797.7866666666665
7292,797.87
7293,797.8999999999999
7294,798.2899999999997
7295,798.2249999999997
7296,798.1599999999999
7297,798.01
7298,798.0242
7299,797.87
7300,798.02
7301,797.87
7302,798.1499999999999
7303,798.0
7304,798.1699999999997
7305,798.13
7306,798.1
7307,798.205
7308,798.44
7309,798.4099999999999
7310,798.44
7311,798.6
7312,798.52
7313,798.37
7314,798.5299999999999
7315,798.735
7316,798.85
7317,798.6699999999997
7318,798.76
7319,798.73
7320,798.605
7321,798.48
7322,798.64
7323,798.82
7324,798.6483
7325,798.5641499999997
7326,798.48
7327,798.68
7328,798.54
7329,798.3999999999999
7330,798.59
7331,798.59
7332,798.44
7333,799.0
7334,799.24
7335,799.63
7336,799.5499999999997
7337,799.19
7338,799.105
7339,799.02
7340,798.8999999999999
7341,798.9199999999997
7342,798.98
7343,799.085
7344,799.1412
7345,799.2799999999999
7346,799.2899999999997
7347,799.2849999999999
7348,799.12
7349,798.88
7350,798.885
7351,798.72
7352,798.72
7353,798.63
7354,798.6
7355,798.38
7356,798.5299999999999
7357,798.5249999999999
7358,798.2899999999997
7359,798.26
7360,798.5
7361,798.32
7362,798.44
7363,798.34
7364,798.45
7365,798.12
7366,798.2
7367,798.08
7368,798.52
7369,798.73
7370,798.82
7371,798.695
7372,798.5399999999997
7373,798.58
7374,798.77
7375,798.8876
7376,798.89
7377,799.0399999999997
7378,798.6313
7379,798.8999999999999
7380,799.01
7381,798.9475
7382,798.98125
7383,799.015
7384,798.98
7385,799.32
7386,799.37
7387,799.18
7388,798.882
7389,799.0
7390,798.74
7391,798.6499999999999
7392,798.74
7393,798.7999999999997
7394,798.85
7395,798.74
7396,799.02
7397,798.95
7398,798.745
7399,798.39
7400,799.0
7401,799.32
7402,799.32
7403,799.475
7404,799.38
7405,799.3999999999999
7406,799.2799999999999
7407,799.325
7408,799.4199999999997
7409,799.4099999999999
7410,799.6499999999999
7411,797.24
7412,796.1599999999999
7413,795.62
7414,795.08
7415,794.985
7416,795.25
7417,795.48
7418,796.1419999999997
7419,795.96
7420,796.98
7421,796.19
7422,796.4099999999999
7423,795.99
7424,796.27
7425,796.48
7426,796.9199999999997
7427,797.11
7428,797.85
7429,797.9339999999999
7430,797.0
7431,796.9099999999999
7432,797.61
7433,797.82
7434,797.52
7435,797.02
7436,797.44
7437,797.8999999999999
7438,797.61
7439,797.6599999999999
7440,797.71
7441,797.3199999999997
7442,796.93
7443,797.368
7444,797.13
7445,797.255
7446,797.5299999999999
7447,797.0299999999999
7448,796.7899999999997
7449,797.0
7450,796.715
7451,797.0462999999999
7452,796.845
7453,796.85
7454,796.8789999999997
7455,796.69
7456,796.63
7457,796.93
7458,797.62
7459,797.7124999999999
7460,798.27
7461,798.44
7462,798.205
7463,798.19
7464,798.45
7465,799.0
7466,798.96
7467,798.96
7468,799.14
7469,798.6599999999999
7470,798.76
7471,798.7950000000003
7472,798.83
7473,798.46
7474,798.31
7475,798.68
7476,798.587
7477,798.48
7478,798.47
7479,798.4249999999997
7480,798.2899999999997
7481,797.99
7482,797.73
7483,797.435
7484,797.63
7485,798.0
7486,797.77
7487,797.93
7488,797.98
7489,797.9099999999999
7490,798.01
7491,797.93
7492,797.72
7493,797.7
7494,797.74
7495,797.86
7496,797.71
7497,797.88
7498,797.61
7499,797.36
7500,797.26
7501,797.72
7502,797.83
7503,797.52
7504,797.47
7505,797.2899999999997
7506,797.52
7507,797.633
7508,797.98
7509,797.69
7510,797.6699999999997
7511,797.69
7512,797.5466666666667
7513,797.4033333333333
7514,797.26
7515,797.58
7516,796.9199999999997
7517,797.39
7518,797.08
7519,796.9099999999999
7520,796.24
7521,795.95
7522,795.09
7523,795.52
7524,795.7718
7525,795.7899999999997
7526,795.81
7527,795.53
7528,795.25
7529,795.31
7530,795.2
7531,795.38
7532,795.2999999999997
7533,795.3999999999999
7534,795.43
7535,795.7784
7536,796.01
7537,796.1789999999999
7538,796.36
7539,796.31
7540,796.0
7541,795.99
7542,796.0449999999997
7543,795.46
7544,795.7337
7545,795.855
7546,795.0499999999997
7547,795.64
7548,796.19
7549,795.825
7550,795.99
7551,796.1599999999999
7552,796.0299999999999
7553,795.8999999999999
7554,796.0999999999997
7555,796.2999999999997
7556,795.96
7557,796.12
7558,795.9099999999999
7559,795.8649999999999
7560,795.8199999999997
7561,795.7749999999999
7562,795.7999999999997
7563,795.69
7564,795.64
7565,795.48
7566,795.81
7567,795.765
7568,795.7582
7569,795.7799999999999
7570,795.6699999999997
7571,795.7475
7572,795.825
7573,795.7525
7574,795.68
7575,795.645
7576,795.9778999999999
7577,796.08
7578,795.8999999999999
7579,795.8999999999999
7580,795.88
7581,795.8999999999999
7582,795.84
7583,795.73
7584,796.02
7585,796.01
7586,797.11
7587,798.0
7588,797.3999999999999
7589,796.99
7590,797.2999999999997
7591,797.31
7592,797.34
7593,797.235
7594,797.0
7595,797.1499999999999
7596,796.99
7597,797.0450000000003
7598,797.1
7599,796.9099999999999
7600,796.9786
7601,797.07
7602,797.13
7603,797.0
7604,796.96
7605,796.73
7606,796.563
7607,796.3999999999999
7608,796.3999999999999
7609,797.09
7610,796.81
7611,796.77
7612,796.75
7613,796.69
7614,796.7650000000001
7615,796.84
7616,796.71
7617,796.5
7618,796.32
7619,796.35
7620,796.52
7621,796.2
7622,796.33
7623,796.48
7624,796.4318
7625,796.3608999999999
7626,796.2899999999997
7627,796.44
7628,796.5350000000003
7629,796.63
7630,797.12
7631,797.055
7632,797.0775
7633,797.1
7634,796.9971
7635,797.5
7636,797.2500999999999
7637,797.5
7638,797.355
7639,797.21
7640,796.98
7641,797.0749999999997
7642,797.1699999999997
7643,796.7452
7644,796.76
7645,795.48
7646,795.08
7647,795.0299999999999
7648,795.3999999999999
7649,795.31
7650,795.735
7651,795.45
7652,795.1499999999999
7653,795.0478
7654,795.2799999999999
7655,795.48
7656,795.32
7657,795.62
7658,795.523
7659,795.56
7660,795.35
7661,795.48
7662,795.2999999999997
7663,795.2799999999999
7664,795.1
7665,795.3999999999999
7666,795.7
7667,796.25
7668,796.495
7669,796.95
7670,796.99
7671,796.75
7672,796.865
7673,796.98
7674,797.01
7675,797.09
7676,797.105
7677,797.1575
7678,797.1499999999999
7679,796.59
7680,796.4099999999999
7681,796.7999999999997
7682,796.5499999999997
7683,796.5299999999999
7684,797.07
7685,797.07
7686,796.93
7687,796.97
7688,797.0
7689,796.97
7690,796.89
7691,796.83
7692,796.5499999999997
7693,796.62
7694,796.375
7695,796.89
7696,797.01
7697,796.75
7698,796.6499999999999
7699,796.645
7700,796.64
7701,796.89
7702,796.7
7703,797.01
7704,796.72325
7705,796.4365
7706,796.61
7707,796.34
7708,796.18
7709,796.0110000000003
7710,795.63
7711,795.51
7712,795.98
7713,795.8875
7714,795.7950000000003
7715,795.7025
7716,795.61
7717,795.61
7718,795.705
7719,796.0499999999997
7720,796.2999999999997
7721,796.2846999999997
7722,796.2694
7723,796.98
7724,796.98
7725,796.97
7726,796.7999999999997
7727,796.5399999999997
7728,796.51
7729,796.32
7730,796.37
7731,796.52
7732,796.73
7733,796.715
7734,796.7
7735,796.57
7736,796.58
7737,796.45
7738,796.1499999999999
7739,796.2
7740,796.21
7741,796.22
7742,796.25
7743,796.5041
7744,796.32
7745,796.34
7746,796.365
7747,796.59
7748,796.3999999999999
7749,796.88
7750,796.96
7751,796.6
7752,796.62
7753,796.5899999999997
7754,796.56
7755,796.5675
7756,796.1
7757,796.0499999999997
7758,796.1499999999999
7759,795.99
7760,796.14
7761,796.24
7762,796.2799999999999
7763,796.26
7764,796.2749999999999
7765,796.2899999999997
7766,796.45
7767,796.71
7768,796.72
7769,796.605
7770,796.61
7771,796.39
7772,796.3261999999999
7773,796.408
7774,796.27
7775,796.0433
7776,796.19
7777,796.09
7778,795.6
7779,795.75
7780,795.4101
7781,795.47
7782,795.44
7783,795.59
7784,795.89
7785,795.94
7786,795.7518
7787,795.87
7788,795.97
7789,795.8999999999999
7790,796.31
7791,796.1499999999999
7792,796.0
7793,795.8628999999999
7794,796.2
7795,796.5499999999997
7796,796.75
7797,796.58
7798,796.56
7799,796.6939999999997
7800,796.95
7801,799.2
7802,799.35
7803,800.64
7804,799.5
7805,799.26
7806,799.475
7807,800.13
7808,800.0499999999997
7809,799.455
7810,799.6699999999997
7811,799.72
7812,799.87
7813,799.85
7814,799.3999999999999
7815,799.39
7816,799.51
7817,799.7899999999997
7818,800.0542
7819,799.6499999999999
7820,800.19
7821,800.31
7822,800.18
7823,799.93
7824,799.85
7825,799.89
7826,800.1599999999999
7827,800.0399999999997
7828,800.385
7829,800.2215999999999
7830,800.69
7831,800.505
7832,800.6
7833,800.57
7834,800.48
7835,800.3999999999999
7836,800.0
7837,799.6
7838,799.465
7839,799.5992
7840,799.38
7841,799.35
7842,799.52
7843,799.39
7844,799.38
7845,799.5499999999997
7846,799.6549999999999
7847,800.07
7848,799.82
7849,800.06
7850,799.71
7851,799.84
7852,799.74
7853,799.61
7854,799.4099999999999
7855,799.61
7856,799.69
7857,800.1499999999999
7858,800.11
7859,800.0399999999997
7860,800.37
7861,800.25
7862,800.32
7863,800.44
7864,800.2899999999997
7865,799.7799999999999
7866,799.37
7867,800.1308
7868,799.98
7869,800.0
7870,799.9099999999999
7871,799.6510000000003
7872,800.13
7873,800.2662
7874,800.11
7875,799.6599999999999
7876,799.73
7877,799.87
7878,800.1
7879,800.0299999999999
7880,799.68
7881,799.441
7882,799.6599999999999
7883,799.63
7884,799.5544
7885,799.6599999999999
7886,799.49
7887,799.5249999999999
7888,799.33
7889,799.63
7890,799.73
7891,799.77
7892,799.7999999999997
7893,799.51
7894,799.63
7895,799.3199999999997
7896,799.01
7897,799.1409
7898,799.09
7899,798.7875
7900,799.08
7901,798.8506
7902,798.87
7903,798.73
7904,799.09
7905,799.02
7906,798.8931
7907,798.825
7908,798.8583
7909,799.0299999999999
7910,799.0657
7911,799.4661
7912,799.3044
7913,799.5
7914,799.7899999999997
7915,799.73
7916,799.01
7917,798.9691
7918,799.2
7919,798.86
7920,798.68
7921,798.7
7922,798.57
7923,798.6
7924,798.5
7925,798.86
7926,798.68
7927,798.48
7928,798.46
7929,798.6599999999999
7930,798.6599999999999
7931,798.6599999999999
7932,798.82
7933,798.63
7934,798.6418999999999
7935,798.87
7936,798.9199999999997
7937,798.94
7938,798.94
7939,799.24
7940,799.12
7941,798.8999999999999
7942,798.8999999999999
7943,798.96
7944,798.98
7945,799.1
7946,799.135
7947,799.1699999999997
7948,799.23
7949,798.9199999999997
7950,799.07
7951,799.015
7952,799.06
7953,798.9199999999997
7954,799.06
7955,798.87
7956,798.815
7957,798.94
7958,798.75
7959,798.75
7960,798.43
7961,798.6499999999999
7962,798.4199999999997
7963,798.404
7964,798.48
7965,798.2660000000003
7966,798.43
7967,798.6499999999999
7968,798.48
7969,798.58
7970,798.62
7971,798.59
7972,798.85
7973,798.6599999999999
7974,798.76
7975,798.5299999999999
7976,798.69
7977,798.5983
7978,798.5349999999999
7979,798.5
7980,798.35
7981,798.43
7982,798.346
7983,798.56
7984,798.35
7985,798.6
7986,798.64
7987,798.51
7988,798.63
7989,798.74
7990,798.56
7991,798.955
7992,798.7799999999999
7993,798.9249999999997
7994,798.5399999999997
7995,798.6499999999999
7996,798.57
7997,798.58
7998,798.57
7999,798.82
8000,798.68
8001,798.69
8002,798.75
8003,798.75
8004,798.35
8005,798.01
8006,797.88
8007,797.99
8008,798.1699999999997
8009,798.0
8010,798.1599999999999
8011,797.89
8012,798.2799999999999
8013,798.1749999999997
8014,798.3999999999999
8015,798.5
8016,798.69
8017,798.6712500000001
8018,798.6525
8019,798.46
8020,798.39
8021,798.23
8022,798.5
8023,798.47
8024,798.44
8025,798.645
8026,798.85
8027,798.7899999999997
8028,798.9199999999997
8029,798.6649999999997
8030,798.6649999999997
8031,799.08
8032,798.895
8033,798.71
8034,798.665
8035,798.62
8036,798.6599999999999
8037,798.8432
8038,798.5
8039,798.5
8040,798.5
8041,798.5574
8042,798.2799999999999
8043,798.26
8044,798.35
8045,798.51
8046,798.72
8047,798.6
8048,798.4199999999997
8049,798.4139999999999
8050,798.4079999999999
8051,798.4019999999997
8052,798.3960000000002
8053,798.39
8054,798.43
8055,798.58
8056,798.44
8057,798.4199999999997
8058,798.27
8059,798.6499999999999
8060,798.4799999999997
8061,798.31
8062,798.31
8063,798.13
8064,797.95
8065,798.0
8066,797.76
8067,797.96
8068,798.2897
8069,798.06
8070,798.0
8071,797.7999999999997
8072,797.7999999999997
8073,797.7500999999999
8074,797.88
8075,798.09
8076,798.21
8077,798.33
8078,798.735
8079,798.3924999999997
8080,798.0499999999997
8081,798.7799999999999
8082,798.99
8083,799.0499999999997
8084,799.0349999999999
8085,799.02
8086,798.46
8087,798.7946
8088,798.7063999999997
8089,798.6181999999999
8090,798.5299999999999
8091,798.3501
8092,798.36
8093,798.5804
8094,798.4932666666666
8095,798.4061333333333
8096,798.3189999999997
8097,798.5499999999997
8098,798.49
8099,798.5575
8100,798.625
8101,798.56
8102,798.2899999999997
8103,798.2774999999997
8104,798.265
8105,798.2525
8106,798.0499999999997
8107,798.0
8108,798.1599999999999
8109,798.0299999999999
8110,798.1
8111,797.84
8112,797.8257
8113,798.0
8114,797.8999999999999
8115,797.69
8116,797.84
8117,797.81
8118,797.7799999999999
8119,797.8452
8120,797.9104
8121,797.73
8122,797.6599999999999
8123,797.6999999999997
8124,797.74
8125,797.89
8126,797.98
8127,797.85
8128,797.76
8129,797.74
8130,797.7899999999997
8131,797.82
8132,797.62
8133,797.6
8134,797.6499999999999
8135,797.6575
8136,797.68
8137,797.5399999999997
8138,797.45
8139,797.4049999999999
8140,797.2999999999997
8141,797.5
8142,797.47
8143,797.63
8144,797.96
8145,797.85
8146,797.89
8147,797.755
8148,797.7799999999999
8149,797.51
8150,797.56
8151,797.31
8152,797.11
8153,797.08
8154,796.6599999999999
8155,796.6599999999999
8156,796.4199999999997
8157,797.0299999999999
8158,796.8999999999999
8159,796.9049999999999
8160,796.93
8161,796.97
8162,796.7999999999997
8163,796.63
8164,796.72
8165,796.4199999999997
8166,796.51
8167,796.36
8168,796.2899999999997
8169,796.2799999999999
8170,796.25
8171,796.4099999999999
8172,796.74
8173,796.76
8174,796.6499999999999
8175,796.5
8176,796.185
8177,796.2799999999999
8178,796.3401
8179,796.245
8180,796.26
8181,796.1499999999999
8182,796.23
8183,796.195
8184,796.06
8185,796.24
8186,796.38
8187,796.46
8188,796.435
8189,796.7999999999997
8190,796.59
8191,795.755
8192,796.1001
8193,796.1599999999999
8194,796.52
8195,796.27
8196,796.2
8197,795.6599999999999
8198,795.87
8199,795.9199999999997
8200,795.62
8201,796.1649999999997
8202,795.6599999999999
8203,796.11
8204,796.6
8205,796.2799999999999
8206,796.44
8207,796.2899999999997
8208,796.5499999999997
8209,796.98
8210,797.3791999999999
8211,797.1712999999999
8212,797.25
8213,797.21
8214,797.25
8215,797.71
8216,797.9851999999997
8217,797.87
8218,797.98
8219,797.89
8220,797.89
8221,798.0
8222,797.85
8223,797.88
8224,797.9199999999997
8225,797.98
8226,798.2510000000003
8227,797.84
8228,798.11
8229,798.185
8230,797.9199999999997
8231,797.47
8232,797.5399999999997
8233,797.3999999999999
8234,797.1599999999999
8235,797.14
8236,796.93
8237,796.46
8238,797.0399999999997
8239,797.07
8240,796.82
8241,796.81
8242,796.75
8243,796.62
8244,796.49
8245,796.5399999999997
8246,796.2725
8247,796.14625
8248,796.02
8249,795.95
8250,795.95
8251,795.89
8252,796.13
8253,796.35
8254,795.93
8255,795.81
8256,795.82
8257,795.96
8258,795.9199999999997
8259,795.9099999999999
8260,795.87
8261,795.69
8262,795.3856
8263,795.36
8264,795.87
8265,795.72
8266,795.43
8267,795.0499999999997
8268,795.1
8269,794.99
8270,795.36
8271,795.4456
8272,795.4099999999999
8273,795.06
8274,794.704
8275,794.61
8276,794.6699999999997
8277,794.36
8278,794.4828
8279,794.56
8280,794.1699999999997
8281,794.25
8282,794.02
8283,793.73
8284,794.1216
8285,793.99
8286,794.02
8287,794.01
8288,794.0
8289,794.0449999999997
8290,794.2
8291,793.9099999999999
8292,793.98
8293,794.1
8294,793.71
8295,793.83
8296,793.835
8297,793.8999999999999
8298,793.855
8299,793.7
8300,793.62
8301,793.45
8302,793.19
8303,793.13
8304,793.0
8305,792.76
8306,792.7749999999999
8307,792.6599999999999
8308,792.7799999999999
8309,793.01
8310,792.82
8311,793.2999999999997
8312,793.2999999999997
8313,792.97
8314,792.7999999999997
8315,792.8999999999999
8316,793.12
8317,793.26
8318,793.7
8319,793.99
8320,793.38
8321,793.73
8322,793.7799999999999
8323,793.7799999999999
8324,793.12
8325,793.33
8326,793.64
8327,793.76
8328,793.88
8329,793.8023
8330,793.81
8331,793.5501
8332,793.57
8333,793.5
8334,793.5
8335,793.09
8336,793.39
8337,793.38
8338,793.37
8339,793.48
8340,793.64
8341,793.82
8342,793.74
8343,793.51
8344,793.51
8345,793.27
8346,793.23
8347,793.18
8348,793.3999999999999
8349,793.68
8350,793.47
8351,793.7899999999997
8352,794.0
8353,794.35
8354,794.58
8355,794.245
8356,793.86
8357,793.73
8358,793.74
8359,793.71
8360,793.61
8361,793.86
8362,793.76
8363,793.63
8364,793.62
8365,793.4199999999997
8366,793.4199999999997
8367,793.25
8368,793.31
8369,793.1260000000003
8370,793.09
8371,793.25
8372,793.3025
8373,793.39
8374,793.44
8375,793.49
8376,793.6699999999997
8377,793.97
8378,793.9049999999999
8379,794.2
8380,794.36
8381,794.4060000000003
8382,794.49
8383,794.235
8384,794.2472
8385,794.43
8386,794.635
8387,794.69
8388,794.5349999999999
8389,794.5342
8390,794.35
8391,794.3501
8392,794.56
8393,794.7899999999997
8394,794.81
8395,794.815
8396,794.6219999999997
8397,794.61
8398,794.5299999999999
8399,794.5399999999997
8400,794.34
8401,794.23
8402,794.0239999999999
8403,794.09
8404,794.0299999999999
8405,794.26
8406,794.46
8407,794.32
8408,794.5
8409,794.68
8410,794.62
8411,794.6489999999999
8412,794.48
8413,794.32
8414,794.5172
8415,794.48
8416,794.2999999999997
8417,794.37
8418,794.43
8419,794.3999999999999
8420,794.2799999999999
8421,794.2899999999997
8422,794.09
8423,793.68
8424,793.6699999999997
8425,793.69
8426,793.7
8427,793.71
8428,793.74
8429,793.73
8430,793.48
8431,793.56
8432,793.26
8433,793.26
8434,793.4149999999997
8435,793.72
8436,793.6899999999997
8437,793.6599999999999
8438,793.5200999999997
8439,793.5299999999999
8440,793.64
8441,793.76
8442,793.87
8443,793.87
8444,793.96
8445,793.955
8446,794.0175
8447,794.08
8448,793.9763
8449,794.31
8450,793.99
8451,793.96
8452,794.02
8453,793.7899999999997
8454,793.48
8455,793.3999999999999
8456,793.414
8457,793.4099999999999
8458,793.51
8459,793.76
8460,793.56
8461,793.44
8462,793.0110000000003
8463,792.81
8464,792.6599999999999
8465,792.2799999999999
8466,791.83
8467,791.51
8468,791.8574999999997
8469,792.13
8470,792.25
8471,791.88
8472,792.08
8473,791.84
8474,792.18
8475,792.95
8476,792.72
8477,792.45
8478,792.84
8479,792.6439999999999
8480,792.4479999999999
8481,792.44
8482,792.44
8483,791.7999999999997
8484,792.0399999999997
8485,791.9199999999997
8486,791.6
8487,791.6
8488,791.8999999999999
8489,792.0154
8490,792.075
8491,792.25
8492,791.89
8493,792.13
8494,792.24
8495,792.1599999999999
8496,792.31
8497,792.5499999999997
8498,792.51
8499,792.36
8500,792.45
8501,792.3999999999999
8502,792.11
8503,792.5299999999999
8504,792.36
8505,792.24
8506,792.07
8507,792.5
8508,792.3899999999999
8509,792.2799999999999
8510,792.033
8511,792.0360000000003
8512,792.5
8513,792.6499999999999
8514,792.86
8515,792.9099999999999
8516,793.01
8517,792.96
8518,793.02
8519,792.98
8520,793.25
8521,793.0716
8522,792.8999999999999
8523,792.93
8524,792.7799999999999
8525,792.7464999999999
8526,792.5499999999997
8527,792.1699999999997
8528,792.02
8529,791.8299
8530,791.51
8531,791.5598999999999
8532,791.46
8533,791.47
8534,791.51
8535,791.1499999999999
8536,791.4099999999999
8537,791.2
8538,791.2999999999997
8539,791.49
8540,791.568
8541,791.13
8542,791.5
8543,791.83
8544,791.86
8545,792.0116
8546,792.01
8547,792.0
8548,791.98
8549,792.26
8550,792.1499999999999
8551,792.1395
8552,792.1699999999997
8553,792.5399999999997
8554,792.4199999999997
8555,792.49
8556,792.4099999999999
8557,792.44
8558,792.0249999999999
8559,791.6649999999997
8560,791.82
8561,791.43
8562,791.7
8563,791.9099999999999
8564,791.595
8565,791.57
8566,791.43
8567,790.9149999999997
8568,791.0399999999997
8569,791.47
8570,791.09
8571,791.5299999999999
8572,791.75
8573,791.82
8574,791.6499999999999
8575,792.245
8576,792.4099999999999
8577,792.5
8578,792.77
8579,792.24
8580,793.6
8581,788.87
8582,788.7
8583,789.6499999999999
8584,789.97
8585,789.5399999999997
8586,790.0399999999997
8587,790.5499999999997
8588,791.83
8589,790.5
8590,791.77
8591,791.9249999999997
8592,792.1499999999999
8593,792.48
8594,793.2799999999999
8595,792.97
8596,792.7899999999997
8597,792.64
8598,792.01
8599,792.4199999999997
8600,792.4199999999997
8601,791.62
8602,791.8960000000003
8603,790.885
8604,790.6749999999997
8605,790.64
8606,790.4199999999997
8607,790.245
8608,790.6
8609,791.518
8610,791.0899
8611,789.71
8612,790.68
8613,790.9099999999999
8614,790.6599999999999
8615,791.27
8616,791.2999999999997
8617,791.0100999999999
8618,791.95
8619,791.47
8620,790.72
8621,790.77
8622,790.08
8623,790.34
8624,790.32
8625,790.0499999999997
8626,789.52
8627,789.14
8628,789.45
8629,789.12
8630,789.69
8631,789.5
8632,789.96
8633,790.2314
8634,790.1418999999999
8635,790.4149999999997
8636,790.495
8637,790.61
8638,790.706
8639,790.2
8640,790.51
8641,790.48
8642,790.7799999999999
8643,791.0
8644,790.5
8645,790.1499999999999
8646,790.1010000000001
8647,790.13
8648,789.82
8649,790.2
8650,789.6560000000003
8651,789.5399999999997
8652,789.625
8653,789.815
8654,789.98
8655,790.57
8656,790.58
8657,790.34
8658,790.34
8659,790.0
8660,790.216
8661,790.0299999999999
8662,790.0299999999999
8663,789.6
8664,789.61
8665,789.97
8666,790.34
8667,790.4819999999999
8668,790.0160000000003
8669,790.01
8670,790.18
8671,790.64
8672,790.46
8673,790.4910000000001
8674,791.09
8675,791.86
8676,791.61
8677,791.39
8678,791.46
8679,791.5299999999999
8680,791.7899999999997
8681,791.7999999999997
8682,792.0
8683,791.75
8684,792.225
8685,792.38
8686,792.2899999999997
8687,792.4099999999999
8688,792.3999999999999
8689,792.35
8690,792.715
8691,792.6599999999999
8692,792.637
8693,792.27
8694,792.45
8695,792.1599999999999
8696,792.4199999999997
8697,792.37
8698,792.18
8699,792.4099999999999
8700,792.0349999999999
8701,792.784
8702,792.7899999999997
8703,792.7999999999997
8704,792.4199999999997
8705,792.18
8706,791.94
8707,792.0399999999997
8708,792.38
8709,792.365
8710,792.0299999999999
8711,792.255
8712,792.2949999999997
8713,792.0399999999997
8714,791.8157999999999
8715,791.77
8716,791.85
8717,791.8752
8718,791.8619999999999
8719,792.1499999999999
8720,792.2799999999999
8721,792.365
8722,792.5449999999997
8723,791.85
8724,791.935
8725,792.02
8726,791.97
8727,792.06
8728,791.826
8729,791.6499999999999
8730,791.3999999999999
8731,791.49
8732,791.475
8733,791.46
8734,791.3337
8735,791.12
8736,791.1001
8737,791.1
8738,791.46
8739,791.7324999999997
8740,791.7725
8741,791.46125
8742,791.1499999999999
8743,791.44
8744,791.25
8745,791.48
8746,791.45
8747,792.0811
8748,791.68
8749,792.25
8750,792.36
8751,792.51
8752,792.48
8753,792.45
8754,792.39
8755,792.64
8756,792.61
8757,793.1699999999997
8758,793.31
8759,793.8999999999999
8760,793.96
8761,793.82
8762,794.06
8763,794.0802
8764,794.36
8765,794.1599999999999
8766,794.23
8767,794.23
8768,793.96
8769,793.7849999999999
8770,793.89
8771,794.44
8772,794.46
8773,794.32
8774,794.6
8775,794.71
8776,794.5299999999999
8777,794.63
8778,794.3999999999999
8779,794.4099999999999
8780,794.13
8781,793.9319
8782,794.12
8783,794.07
8784,794.06
8785,794.13
8786,794.1427
8787,793.96
8788,793.915
8789,793.87
8790,793.755
8791,793.585
8792,793.825
8793,793.59
8794,793.7899999999997
8795,793.61
8796,793.39
8797,793.3155
8798,793.2410000000001
8799,793.294
8800,793.347
8801,793.3999999999999
8802,793.4125
8803,793.1599999999999
8804,793.2043999999999
8805,793.12
8806,792.87
8807,793.075
8808,792.995
8809,792.995
8810,793.1
8811,792.8860000000003
8812,793.2899999999997
8813,793.2999999999997
8814,793.2
8815,793.23
8816,793.1499999999999
8817,793.47
8818,793.7999999999997
8819,793.7289999999997
8820,794.0
8821,794.11
8822,793.9425
8823,793.7139999999997
8824,793.94
8825,793.7799999999999
8826,793.326
8827,793.063
8828,793.02
8829,792.09
8830,791.5399999999997
8831,791.51
8832,791.23
8833,791.25
8834,791.82
8835,791.6499999999999
8836,791.5739999999997
8837,791.5260000000003
8838,791.83
8839,792.01
8840,792.1335
8841,792.1019999999999
8842,791.94
8843,791.93
8844,791.97
8845,791.97
8846,792.0249999999999
8847,791.9169999999997
8848,791.7719999999997
8849,791.52
8850,791.403
8851,791.4529999999999
8852,791.278
8853,791.34
8854,791.4199999999997
8855,791.6699999999997
8856,791.5198
8857,791.3999999999999
8858,791.36
8859,790.7899999999997
8860,791.68
8861,792.0
8862,792.0299999999999
8863,792.09
8864,792.58
8865,792.7799999999999
8866,792.44
8867,792.6699999999997
8868,792.5401
8869,792.88
8870,792.5488
8871,792.44
8872,792.25
8873,791.96
8874,791.7799999999999
8875,792.09
8876,791.8530000000003
8877,791.93
8878,791.9760000000001
8879,791.74
8880,791.669
8881,792.1
8882,792.0
8883,791.9249999999997
8884,792.0
8885,792.2019
8886,791.85
8887,791.6699999999997
8888,791.6699999999997
8889,791.2899999999997
8890,791.48
8891,791.84
8892,792.1
8893,792.36
8894,792.11
8895,792.02
8896,792.02
8897,791.618
8898,791.35
8899,791.99
8900,791.61
8901,791.2799999999999
8902,791.2077
8903,790.885
8904,790.83
8905,790.49
8906,790.63
8907,790.26
8908,790.2
8909,790.82
8910,790.705
8911,790.59
8912,790.5
8913,790.4674999999999
8914,790.3560999999999
8915,790.02
8916,789.7799999999999
8917,790.68
8918,790.7799999999999
8919,790.58
8920,790.6699999999997
8921,790.85
8922,790.93
8923,791.0499999999997
8924,791.44
8925,791.2799999999999
8926,791.21
8927,790.97
8928,790.7799999999999
8929,790.71
8930,790.95
