,AMZN
10467,766.715
10468,766.52
10469,766.605
10470,766.7439999999997
10471,766.58
10472,766.58
10473,766.5499999999997
10474,766.76
10475,767.0
10476,767.2999999999997
10477,767.255
10478,767.37
10479,767.63
10480,767.43
10481,767.51
10482,767.115
10483,767.19
10484,767.39
10485,767.51
10486,768.135
10487,767.4860000000001
10488,767.5299999999999
10489,767.44
10490,767.6599999999999
10491,767.5
10492,767.745
10493,767.77
10494,767.86
10495,767.77
10496,768.015
10497,768.245
10498,768.0
10499,768.0
10500,768.02
10501,767.76
10502,767.98
10503,768.02
10504,767.9119999999997
10505,768.13
10506,768.24
10507,768.5
10508,768.32
10509,768.6
10510,768.5843
10511,768.74
10512,768.81
10513,768.89
10514,768.77
10515,768.63
10516,768.57
10517,768.51
10518,768.73
10519,768.6599999999999
10520,768.77
10521,768.85
10522,768.7799999999999
10523,768.8999999999999
10524,768.77
10525,768.73
10526,768.89
10527,768.86
10528,768.8999999999999
10529,769.1499999999999
10530,769.1599999999999
10531,770.51
10532,771.0399999999997
10533,770.9090999999999
10534,770.09
10535,769.22
10536,769.2410999999997
10537,770.0301
10538,769.76
10539,769.5
10540,769.0
10541,769.09
10542,769.26
10543,769.24
10544,769.56
10545,769.4199999999997
10546,770.57
10547,770.74
10548,770.73
10549,770.2899999999997
10550,770.1489999999999
10551,770.09
10552,769.51
10553,768.38
10554,768.835
10555,769.39
10556,769.95
10557,769.8424999999999
10558,769.89
10559,770.08
10560,769.4225
10561,769.6599999999999
10562,769.7725
10563,769.695
10564,770.3239999999997
10565,770.24
10566,770.225
10567,770.5349999999999
10568,770.6883
10569,770.5249999999999
10570,771.01
10571,770.995
10572,770.97
10573,770.5449999999997
10574,770.84
10575,770.68
10576,770.87
10577,770.86
10578,770.57
10579,770.47
10580,770.5225
10581,769.24
10582,769.4099999999999
10583,769.5399999999997
10584,770.14
10585,769.6925
10586,769.59
10587,769.4628
10588,769.52
10589,769.6499999999999
10590,769.2
10591,768.13
10592,768.37
10593,768.11
10594,768.1499999999999
10595,768.065
10596,768.01
10597,768.38
10598,768.1499999999999
10599,768.01
10600,767.74
10601,768.195
10602,767.74
10603,768.5399999999997
10604,768.3963
10605,768.2
10606,768.57
10607,768.5175
10608,768.47
10609,768.2799999999999
10610,768.4069999999997
10611,768.21
10612,767.86
10613,768.34
10614,767.9199999999997
10615,767.57
10616,767.5
10617,767.86
10618,767.93
10619,768.0289
10620,768.1599999999999
10621,767.69
10622,767.21
10623,767.2899999999997
10624,767.44
10625,767.89
10626,767.68
10627,767.825
10628,767.6325
10629,767.69
10630,767.87
10631,768.08
10632,767.82
10633,768.2374999999997
10634,768.0499999999997
10635,768.2999999999997
10636,768.25
10637,768.27
10638,768.3739999999997
10639,768.32
10640,768.48
10641,768.59
10642,768.37
10643,768.68
10644,768.7899999999997
10645,768.705
10646,768.5555
10647,768.32
10648,768.59
10649,768.6499999999999
10650,768.575
10651,768.6649999999997
10652,768.43
10653,768.2999999999997
10654,768.445
10655,768.64
10656,768.59
10657,768.37
10658,768.2
10659,768.06
10660,768.0
10661,767.9099999999999
10662,767.95
10663,768.09
10664,768.24
10665,768.07
10666,767.81
10667,768.0299999999999
10668,768.12
10669,768.0399999999997
10670,767.87
10671,767.52
10672,768.0499999999997
10673,767.69
10674,767.755
10675,767.84
10676,767.97
10677,768.09
10678,768.02
10679,768.14
10680,768.07
10681,767.96
10682,768.1139999999997
10683,768.1
10684,768.07
10685,768.25
10686,768.0986
10687,768.27
10688,768.26
10689,768.21
10690,768.14
10691,768.06
10692,768.06
10693,768.0091999999999
10694,768.25
10695,768.865
10696,768.99
10697,769.13
10698,769.09
10699,769.334
10700,769.4199999999997
10701,769.2639999999999
10702,769.0
10703,769.23
10704,769.2799999999999
10705,770.02
10706,769.93
10707,769.95
10708,770.57
10709,770.62
10710,770.24
10711,770.565
10712,770.59
10713,770.93
10714,770.49
10715,770.62
10716,770.74
10717,770.75
10718,770.72
10719,770.7799999999999
10720,770.6
10721,770.27
10722,770.14
10723,770.2899999999997
10724,770.4199999999997
10725,770.38
10726,770.46
10727,770.49
10728,770.13
10729,770.1
10730,770.5412
10731,770.9199999999997
10732,771.0
10733,770.86
10734,770.5399999999997
10735,770.6499999999999
10736,770.43
10737,770.635
10738,770.71
10739,770.565
10740,770.6499999999999
10741,770.88
10742,770.8999999999999
10743,770.74
10744,770.59
10745,770.5399999999997
10746,770.7
10747,770.7860000000003
10748,770.83
10749,771.07
10750,770.96
10751,770.7999999999997
10752,770.93
10753,770.99
10754,770.895
10755,770.98
10756,771.12
10757,771.13
10758,770.95
10759,771.0
10760,771.13
10761,771.5
10762,771.4378
10763,771.89
10764,771.8748
10765,771.87
10766,771.2899999999997
10767,771.39
10768,771.2410000000001
10769,771.2899999999997
10770,771.2740999999999
10771,771.4294
10772,771.296
10773,771.4099999999999
10774,771.19
10775,771.31
10776,771.13
10777,771.19
10778,771.25
10779,771.27
10780,771.07
10781,770.7999999999997
10782,771.08
10783,771.2
10784,771.36
10785,771.2022
10786,771.13
10787,771.1
10788,771.1599999999999
10789,771.2999999999997
10790,771.3999999999999
10791,771.49
10792,771.5
10793,771.56
10794,771.7
10795,771.6499999999999
10796,771.0
10797,771.02
10798,770.83
10799,771.0449999999997
10800,771.0
10801,770.64
10802,770.52
10803,770.56
10804,770.0
10805,770.48
10806,770.3725
10807,770.265
10808,770.14
10809,770.44
10810,770.32
10811,770.25
10812,770.1975
10813,770.7899999999997
10814,770.6499999999999
10815,770.6717
10816,770.74
10817,770.87
10818,770.71
10819,770.6499999999999
10820,770.735
10821,770.3587999999999
10822,770.32
10823,770.3075
10824,770.48
10825,770.2
10826,770.4099
10827,770.2
10828,770.06
10829,770.44
10830,770.26
10831,770.13
10832,770.21
10833,770.5499999999997
10834,770.44
10835,770.5
10836,770.22
10837,770.35
10838,770.1010000000001
10839,769.96
10840,770.0
10841,770.45
10842,770.61
10843,770.505
10844,770.544
10845,770.2799999999999
10846,770.3592999999997
10847,770.77
10848,770.75
10849,770.25
10850,770.5499999999997
10851,770.6599999999999
10852,770.5
10853,770.68
10854,770.7
10855,770.82
10856,770.82
10857,770.81
10858,771.02
10859,770.632
10860,770.7899999999997
10861,770.74
10862,770.0
10863,770.5
10864,770.225
10865,770.01
10866,769.89
10867,769.68
10868,769.4199999999997
10869,769.44
10870,769.68
10871,769.33
10872,769.4199999999997
10873,769.75
10874,770.1599999999999
10875,769.9099999999999
10876,769.6599999999999
10877,770.185
10878,770.27
10879,770.27
10880,770.2
10881,770.2799999999999
10882,770.27
10883,770.25
10884,770.145
10885,770.0301
10886,769.89
10887,769.8999999999999
10888,769.9149999999997
10889,770.23
10890,770.1699999999997
10891,770.1835999999997
10892,769.94
10893,770.1699999999997
10894,770.22
10895,770.02
10896,769.9099999999999
10897,769.6499999999999
10898,769.835
10899,770.01
10900,770.32
10901,770.5
10902,770.7
10903,770.5299999999999
10904,770.5
10905,770.205
10906,770.3999999999999
10907,770.6
10908,770.56
10909,770.33
10910,770.2899999999997
10911,770.36
10912,770.51
10913,770.4434
10914,770.43
10915,770.4199999999997
10916,770.52
10917,770.43
10918,770.575
10919,770.82
10920,770.62
10921,773.1499999999999
10922,773.605
10923,773.365
10924,773.8623
10925,773.135
10926,774.205
10927,773.74
10928,773.7
10929,774.33
10930,774.27
10931,774.1499999999999
10932,774.36
10933,774.84
10934,774.5
10935,774.81
10936,774.52
10937,774.56
10938,774.4010000000003
10939,774.1699999999997
10940,774.5399999999997
10941,775.0
10942,774.97
10943,774.8999999999999
10944,774.715
10945,774.95
10946,775.2333999999997
10947,775.11
10948,774.99
10949,774.19
10950,774.5499999999997
10951,774.93
10952,775.3999999999999
10953,775.77
10954,775.71
10955,775.96
10956,775.69
10957,775.48
10958,775.56
10959,775.562
10960,775.36
10961,775.115
10962,775.08
10963,774.96
10964,775.06
10965,774.875
10966,775.1
10967,775.3560000000001
10968,775.2
10969,775.27
10970,775.35
10971,775.1599999999999
10972,775.4199999999997
10973,775.685
10974,775.7654
10975,775.4099999999999
10976,775.6364
10977,775.6499999999999
10978,775.6499999999999
10979,775.8198999999997
10980,775.82
10981,775.58
10982,775.45
10983,775.36
10984,775.6
10985,775.31
10986,775.365
10987,775.23
10988,775.27
10989,775.2999999999997
10990,775.0419999999997
10991,775.0
10992,775.0499999999997
10993,774.75
10994,774.73
10995,774.8999999999999
10996,774.7899999999997
10997,774.68
10998,774.5
10999,775.02
11000,774.6699999999997
11001,774.84
11002,775.0989999999997
11003,774.9099999999999
11004,774.83
11005,774.8999999999999
11006,774.6726
11007,774.68
11008,774.5499999999997
11009,774.495
11010,774.47
11011,774.7999999999997
11012,774.86
11013,775.0
11014,775.0399999999997
11015,775.32
11016,775.0399999999997
11017,774.6599999999999
11018,774.5
11019,774.5299999999999
11020,774.39
11021,774.34
11022,774.24
11023,773.73
11024,773.9099999999999
11025,773.75
11026,773.99
11027,774.35
11028,774.23
11029,774.3687999999999
11030,774.3939999999999
11031,774.3192
11032,774.2557
11033,774.12
11034,773.8999999999999
11035,773.9044
11036,773.99
11037,773.88
11038,773.77
11039,773.98
11040,773.48
11041,773.46
11042,773.7860000000003
11043,774.1499999999999
11044,774.21
11045,774.0499999999997
11046,773.85
11047,773.94
11048,774.49
11049,774.37
11050,774.305
11051,774.09
11052,773.93
11053,773.7799999999999
11054,774.25
11055,774.1
11056,774.0501
11057,774.2851
11058,774.11
11059,773.97
11060,774.08
11061,774.1375
11062,774.1
11063,774.1164
11064,774.08
11065,774.13
11066,774.31
11067,774.01
11068,773.6499999999999
11069,773.84
11070,773.74
11071,773.6699999999997
11072,773.7749999999999
11073,773.47
11074,773.36
11075,773.52
11076,773.48
11077,773.3439999999997
11078,773.34
11079,773.4143
11080,773.35
11081,773.18
11082,773.5
11083,773.5010000000003
11084,773.7799999999999
11085,773.71
11086,773.1
11087,773.08
11088,772.7899999999997
11089,773.4199999999997
11090,773.2024
11091,772.7999999999997
11092,773.0399999999997
11093,773.24
11094,773.18
11095,773.07
11096,773.1210000000003
11097,773.27
11098,773.44
11099,773.5
11100,773.5689999999997
11101,773.57
11102,773.71
11103,773.6599999999999
11104,773.6285
11105,773.47
11106,773.73
11107,773.7799999999999
11108,773.62
11109,773.6
11110,773.7
11111,773.52
11112,773.6021
11113,773.615
11114,773.6
11115,773.6
11116,773.52
11117,773.5399999999997
11118,773.39
11119,773.36
11120,773.1039999999997
11121,773.44
11122,773.5199
11123,773.5499999999997
11124,773.5
11125,773.43
11126,773.4144
11127,773.5136
11128,773.34
11129,773.22
11130,773.2258
11131,773.13
11132,772.73
11133,772.88
11134,773.0
11135,773.0299999999999
11136,772.96
11137,773.1524
11138,773.11
11139,772.74
11140,772.7001
11141,772.73
11142,772.74
11143,772.74
11144,772.4199999999997
11145,772.57
11146,772.35
11147,772.25
11148,772.1499999999999
11149,772.2101
11150,772.13
11151,772.09
11152,771.9321
11153,772.24
11154,772.5399999999997
11155,772.52
11156,772.69
11157,772.56
11158,772.62
11159,772.57
11160,772.59
11161,772.57
11162,772.445
11163,772.32
11164,772.2999999999997
11165,771.9099999999999
11166,772.24
11167,771.96
11168,771.93
11169,771.9978
11170,772.08
11171,771.87
11172,772.041
11173,771.9899
11174,772.0099
11175,771.93
11176,772.1
11177,772.2
11178,772.35
11179,772.6069999999999
11180,772.3999999999999
11181,772.47
11182,772.5672999999997
11183,772.6646
11184,772.73
11185,772.72
11186,772.4344999999997
11187,772.6525
11188,772.62
11189,772.59
11190,772.435
11191,772.34
11192,772.1599999999999
11193,772.4249999999997
11194,772.38
11195,772.56
11196,772.6699999999997
11197,772.5407
11198,772.69
11199,772.97
11200,773.09
11201,773.705
11202,773.51
11203,773.74
11204,773.47
11205,773.37
11206,773.6699999999997
11207,773.48
11208,773.618
11209,773.61
11210,773.5299999999999
11211,773.33
11212,773.1232
11213,773.24
11214,773.25
11215,773.26
11216,773.32
11217,773.2899999999997
11218,773.2251999999999
11219,773.48
11220,773.51
11221,773.3228
11222,773.38
11223,773.2799999999999
11224,773.4969999999997
11225,773.39
11226,773.11
11227,773.325
11228,773.2
11229,773.02
11230,773.26
11231,773.33
11232,773.1749999999997
11233,773.3246
11234,773.5499999999997
11235,773.5299999999999
11236,773.34
11237,773.5
11238,773.2425
11239,772.75
11240,772.85
11241,773.1
11242,772.97
11243,772.99
11244,772.89
11245,772.98
11246,772.84
11247,772.64
11248,772.82
11249,772.83
11250,772.7949999999997
11251,772.84
11252,772.7899999999997
11253,772.74
11254,772.77
11255,772.8415999999999
11256,772.82
11257,773.21
11258,772.98
11259,772.8772
11260,772.97
11261,772.95
11262,772.99
11263,772.99
11264,772.87
11265,773.08
11266,772.95
11267,773.005
11268,772.7801
11269,773.0299999999999
11270,772.8700999999999
11271,772.86
11272,773.06
11273,772.82
11274,772.77
11275,772.9398999999999
11276,773.0
11277,772.95
11278,773.02
11279,773.18
11280,773.24
11281,773.24
11282,773.2899999999997
11283,773.4099999999999
11284,773.35
11285,773.26
11286,773.3530000000003
11287,773.44
11288,773.5399999999997
11289,773.47
11290,773.4199999999997
11291,773.2999999999997
11292,773.48
11293,773.51
11294,773.5634
11295,773.37
11296,773.311
11297,773.01
11298,772.81
11299,772.6499999999999
11300,772.72
11301,772.6010000000001
11302,772.51
11303,772.6699999999997
11304,772.7799999999999
11305,772.59
11306,772.85
11307,772.6499999999999
11308,772.64
11309,772.51
11310,772.44
11311,773.5
11312,772.2092
11313,772.705
11314,771.75
11315,772.0
11316,773.06
11317,772.5425
11318,773.0
11319,773.98
11320,773.7999999999997
11321,775.9199999999997
11322,776.2899999999997
11323,776.0
11324,777.36
11325,777.35
11326,777.62
11327,777.36
11328,777.44
11329,777.49
11330,777.7799999999999
11331,778.2958999999997
11332,777.865
11333,778.22
11334,778.52
11335,777.6
11336,777.32
11337,777.33
11338,777.93
11339,777.35
11340,777.24
11341,777.7999999999997
11342,777.9199999999997
11343,778.39
11344,778.97
11345,779.25
11346,779.21
11347,779.1078
11348,779.783
11349,779.49
11350,778.68
11351,778.6101
11352,778.71
11353,778.687
11354,778.81
11355,778.69
11356,778.8999999999999
11357,778.701
11358,778.93
11359,778.8189999999997
11360,778.75
11361,778.0399999999997
11362,777.98
11363,778.08
11364,778.37
11365,777.77
11366,778.095
11367,777.8999999999999
11368,777.9999
11369,778.1998999999997
11370,778.48
11371,778.85
11372,778.7962
11373,779.0
11374,779.24
11375,779.44
11376,779.06
11377,779.45
11378,779.5319999999997
11379,779.2979
11380,779.56
11381,779.5299999999999
11382,779.8116
11383,779.75
11384,779.9425
11385,779.73
11386,780.11
11387,780.0299999999999
11388,779.6782
11389,779.07
11390,779.4874999999997
11391,779.822
11392,779.97
11393,780.36
11394,780.19
11395,780.45
11396,780.24
11397,779.84
11398,780.2165
11399,780.3311
11400,780.47
11401,781.11
11402,780.831
11403,781.12
11404,780.9099999999999
11405,780.7866
11406,780.6752
11407,780.7883
11408,780.89
11409,780.84
11410,780.75
11411,780.71
11412,780.63
11413,780.72
11414,780.75
11415,781.1
11416,781.2799999999999
11417,781.395
11418,781.33
11419,781.1612
11420,781.3365
11421,781.86
11422,782.39
11423,782.6
11424,782.7218
11425,782.89
11426,782.62
11427,782.57
11428,782.33
11429,782.33
11430,782.1499999999999
11431,782.18
11432,782.46
11433,782.253
11434,781.9643999999997
11435,782.1445
11436,781.96
11437,782.25
11438,782.68
11439,782.5
11440,782.74
11441,782.7699
11442,783.1360000000003
11443,783.25
11444,783.44
11445,783.3699
11446,782.93
11447,783.18
11448,783.43
11449,783.96
11450,783.88
11451,783.745
11452,784.0
11453,784.35
11454,784.0544
11455,784.47
11456,784.45
11457,784.865
11458,785.0299999999999
11459,785.2
11460,785.061
11461,785.06
11462,785.22
11463,785.31
11464,785.475
11465,785.885
11466,786.195
11467,786.6599999999999
11468,786.436
11469,785.805
11470,785.798
11471,785.69
11472,785.87
11473,786.2
11474,786.315
11475,786.365
11476,785.72
11477,785.52
11478,785.36
11479,785.37
11480,785.81
11481,785.2725
11482,785.638
11483,785.575
11484,785.6
11485,785.7899999999997
11486,786.1599999999999
11487,786.11
11488,786.2499
11489,786.5394
11490,786.6
11491,786.5499999999997
11492,786.75
11493,787.24
11494,787.0399999999997
11495,786.7876
11496,786.7999999999997
11497,787.2610000000003
11498,787.235
11499,787.44
11500,787.32
11501,787.01
11502,787.22
11503,787.27
11504,787.5186
11505,787.1307
11506,787.2889
11507,787.7999999999997
11508,787.4699
11509,787.6
11510,787.46
11511,787.4199999999997
11512,787.441
11513,787.6699999999997
11514,787.6739999999999
11515,787.58
11516,787.2999999999997
11517,787.138
11518,786.2799999999999
11519,786.11
11520,786.1549999999999
11521,786.39
11522,786.2
11523,786.19
11524,785.9398999999999
11525,785.69
11526,785.8578
11527,786.01
11528,786.32
11529,786.1499999999999
11530,786.32
11531,786.5299999999999
11532,786.515
11533,786.7
11534,786.71
11535,786.75
11536,786.95
11537,787.1499999999999
11538,787.2575
11539,787.37
11540,787.75
11541,787.3472
11542,787.48
11543,786.7999999999997
11544,786.5499999999997
11545,786.94
11546,786.83
11547,786.7
11548,786.57
11549,786.43
11550,786.21
11551,786.19
11552,786.2
11553,785.57
11554,785.43
11555,785.4199999999997
11556,785.38
11557,785.35
11558,785.06
11559,784.98
11560,784.7999999999997
11561,785.0
11562,784.9599
11563,784.9362
11564,785.2719999999997
11565,785.1764
11566,784.9628
11567,785.7306
11568,785.99
11569,786.1360000000003
11570,786.38
11571,786.12
11572,785.7899999999997
11573,785.72
11574,785.81
11575,785.9044
11576,785.86
11577,785.9199999999997
11578,785.7999999999997
11579,785.74
11580,785.84
11581,786.0153
11582,785.7999999999997
11583,785.7625
11584,785.87
11585,786.36
11586,785.99
11587,785.84
11588,785.64
11589,785.6699999999997
11590,785.45
11591,785.435
11592,785.0499999999997
11593,785.33
11594,785.5
11595,785.86
11596,785.74
11597,785.77
11598,785.7899999999997
11599,785.98
11600,785.89
11601,785.9199999999997
11602,786.19
11603,786.461
11604,786.84
11605,786.59
11606,786.35
11607,786.52
11608,786.6699999999997
11609,787.1499999999999
11610,787.12
11611,787.4074
11612,787.1499999999999
11613,787.0499999999997
11614,787.0399999999997
11615,787.14
11616,786.9099999999999
11617,786.36
11618,786.5399999999997
11619,785.7999999999997
11620,786.192
11621,786.22
11622,786.34
11623,785.895
11624,786.1425
11625,785.9701999999999
11626,786.35
11627,786.37
11628,786.1499999999999
11629,786.3025
11630,786.33
11631,786.44
11632,786.885
11633,787.01
11634,787.3654
11635,787.1305
11636,787.08
11637,787.1599999999999
11638,787.14
11639,787.1
11640,787.13
11641,786.98
11642,786.7660000000003
11643,786.89
11644,786.89
11645,786.89
11646,787.06
11647,786.9989999999997
11648,786.81
11649,786.82
11650,786.7799999999999
11651,786.8999999999999
11652,786.61
11653,786.31
11654,786.0499999999997
11655,786.33
11656,786.265
11657,786.5299999999999
11658,787.0
11659,787.2799999999999
11660,787.3924
11661,787.63
11662,787.9001
11663,788.6400999999997
11664,789.3028
11665,788.74
11666,788.76
11667,788.1752
11668,788.49
11669,788.9099999999999
11670,788.94
11671,788.58
11672,788.62
11673,788.22
11674,787.88
11675,788.5499999999997
11676,788.2575
11677,788.07
11678,788.115
11679,788.2856
11680,788.46
11681,788.2363
11682,788.4199999999997
11683,788.5499999999997
11684,788.4199999999997
11685,788.4199999999997
11686,788.4219
11687,788.35
11688,788.7975
11689,788.7899
11690,788.34
11691,788.6499999999999
11692,788.805
11693,788.95
11694,789.2799999999999
11695,789.22
11696,788.76
11697,789.25
11698,789.21
11699,789.37
11700,788.87
11701,789.0299999999999
11702,787.69
11703,788.22
11704,788.7899999999997
11705,788.47
11706,790.2849999999999
11707,790.2016999999997
11708,790.2410000000001
11709,789.81
11710,788.1649999999997
11711,788.61
11712,788.6599999999999
11713,788.51
11714,788.4049999999999
11715,786.7899999999997
11716,787.5299999999999
11717,787.24
11718,788.33
11719,787.4989999999997
11720,787.52
11721,786.93
11722,787.205
11723,787.1830999999999
11724,786.9099999999999
11725,786.63
11726,787.08
11727,787.19
11728,786.87
11729,787.7799999999999
11730,787.74
11731,787.705
11732,788.5299999999999
11733,788.6765
11734,788.4392
11735,788.34
11736,787.7749999999999
11737,788.0594999999997
11738,788.39
11739,788.85
11740,787.951
11741,788.2999999999997
11742,787.7999999999997
11743,788.375
11744,788.5499999999997
11745,788.6699999999997
11746,789.02
11747,788.57
11748,788.3660000000001
11749,788.52
11750,787.86
11751,788.39
11752,788.291
11753,788.0003
11754,788.1801
11755,788.22
11756,788.6499999999999
11757,788.1060000000001
11758,788.4199
11759,788.36
11760,788.36
11761,787.83
11762,787.58
11763,786.95
11764,786.49
11765,787.2928
11766,787.77
11767,787.5
11768,787.43
11769,787.2810000000003
11770,787.48
11771,787.25
11772,787.09
11773,786.695
11774,786.43
11775,786.74
11776,786.7199
11777,786.75
11778,786.1499999999999
11779,786.0154999999999
11780,786.06
11781,786.2901
11782,786.2
11783,786.32
11784,786.1
11785,786.32
11786,785.9809
11787,786.2
11788,785.7899999999997
11789,786.0
11790,785.5959
11791,785.36
11792,785.6499999999999
11793,786.0
11794,786.12
11795,785.89
11796,785.74
11797,785.83
11798,785.74
11799,785.8005
11800,785.69
11801,785.44
11802,785.4199999999997
11803,785.63
11804,785.27
11805,785.33
11806,784.87
11807,784.87
11808,784.75
11809,784.77
11810,784.5499999999997
11811,785.14
11812,784.9099999999999
11813,785.1368
11814,784.89
11815,785.4099999999999
11816,785.4262
11817,785.68
11818,785.6019
11819,785.64
11820,785.2799999999999
11821,785.31
11822,785.0589999999999
11823,785.2489999999997
11824,785.5399999999997
11825,785.505
11826,785.6998999999997
11827,785.62
11828,785.6499999999999
11829,785.6699999999997
11830,785.7999999999997
11831,785.93
11832,785.94
11833,785.87
11834,785.9199999999997
11835,785.8999999999999
11836,786.08
11837,785.7710000000003
11838,785.8411999999997
11839,785.4787999999999
11840,785.875
11841,786.2274
11842,786.09
11843,786.2428
11844,786.02
11845,786.11
11846,786.2437
11847,786.26
11848,786.5111
11849,786.68
11850,786.64
11851,786.3456
11852,786.7810000000003
11853,786.9174
11854,786.7
11855,786.95
11856,787.18
11857,786.64
11858,786.8277
11859,786.39
11860,786.33
11861,786.6410000000003
11862,786.62
11863,786.2695999999999
11864,786.5
11865,786.89
11866,786.35
11867,786.38
11868,786.4199999999997
11869,786.08
11870,785.965
11871,785.62
11872,785.7899999999997
11873,785.81
11874,785.826
11875,785.551
11876,784.6699999999997
11877,785.0
11878,784.96
11879,785.4099999999999
11880,785.08
11881,785.11
11882,784.85
11883,784.95
11884,784.815
11885,785.45
11886,785.0399999999997
11887,785.46
11888,785.2849999999999
11889,785.57
11890,785.68
11891,785.31
11892,785.2689999999999
11893,785.69
11894,785.6599999999999
11895,785.58
11896,785.95
11897,785.43
11898,785.56
11899,785.08
11900,785.11
11901,785.07
11902,785.02
11903,785.158
11904,785.44
11905,785.1
11906,785.08
11907,785.3710000000003
11908,785.5249999999999
11909,785.0
11910,785.34
11911,785.2899999999997
11912,785.25
11913,785.4099999999999
11914,785.46
11915,785.46
11916,785.59
11917,785.6599999999999
11918,785.51
11919,785.688
11920,785.4804
11921,785.37
11922,785.38
11923,785.3999999999999
11924,785.33
11925,785.4165
11926,785.1
11927,785.19
11928,785.08
11929,785.2460000000003
11930,785.32
11931,785.68
11932,785.36
11933,785.31
11934,785.45
11935,785.4099999999999
11936,785.4199999999997
11937,785.3999999999999
11938,785.4601
11939,785.64
11940,785.85
11941,785.75
11942,785.72
11943,785.7999999999997
11944,785.5000999999999
11945,785.8589999999997
11946,785.7280000000003
11947,785.7899999999997
11948,785.93
11949,786.07
11950,785.8999999999999
11951,785.77
11952,785.62
11953,785.7949999999997
11954,785.7899999999997
11955,785.84
11956,785.85
11957,785.86
11958,786.1184
11959,786.1499999999999
11960,785.96
11961,785.71
11962,785.96
11963,785.83
11964,785.6699999999997
11965,785.85
11966,786.1
11967,785.895
11968,785.89
11969,785.84
11970,785.82
11971,785.7152
11972,785.45
11973,785.363
11974,785.27
11975,785.06
11976,785.47
11977,785.0349999999999
11978,785.1
11979,785.33
11980,785.4504
11981,785.51
11982,785.62
11983,785.79
11984,785.96
11985,786.13
11986,786.0
11987,785.7931
11988,785.81
11989,785.94
11990,785.84
11991,785.96
11992,786.0565
11993,786.32
11994,786.31
11995,786.38
11996,786.1633
11997,786.0
11998,785.98
11999,786.1
12000,786.38
12001,786.2999999999997
12002,786.1499999999999
12003,785.7
12004,785.7360000000001
12005,785.83
12006,785.8071999999999
12007,785.2799999999999
12008,785.43
12009,785.6888
12010,785.5
12011,785.6699999999997
12012,785.69
12013,785.85
12014,785.76
12015,785.2845999999997
12016,785.6
12017,785.83
12018,786.0
12019,785.99
12020,786.08
12021,785.97
12022,786.12
12023,786.08
12024,786.2949999999997
12025,786.1649999999997
12026,785.97
12027,785.7745999999999
12028,785.76
12029,785.955
12030,785.81
12031,786.0566
12032,786.07
12033,785.95
12034,786.34
12035,786.1723
12036,786.0200999999997
12037,786.24
12038,785.8814999999997
12039,785.89
12040,785.73
12041,785.8139999999999
12042,785.84
12043,786.2999999999997
12044,786.1599999999999
12045,786.334
12046,786.36
12047,786.57
12048,786.7
12049,786.52
12050,786.49
12051,786.465
12052,786.455
12053,786.27
12054,786.56
12055,786.64
12056,786.35
12057,786.51
12058,786.33
12059,786.37
12060,786.2
12061,786.1062
12062,786.11
12063,786.19
12064,786.1705
12065,786.22
12066,786.1789999999999
12067,786.25
12068,786.25
12069,786.1699999999997
12070,786.34
12071,786.14
12072,786.09
12073,786.08
12074,785.72
12075,785.6699999999997
12076,785.46
12077,785.2280000000003
12078,785.31
12079,785.14
12080,785.0
12081,784.87
12082,784.72
12083,784.61
12084,784.5
12085,784.45
12086,784.5299999999999
12087,784.43
12088,784.52
12089,784.94
12090,784.48
12091,783.47
12092,783.8999999999999
12093,784.39
12094,784.3424999999999
12095,784.8999999999999
12096,785.0
12097,784.07
12098,784.7
12099,784.0399999999997
12100,784.26
12101,784.84
12102,785.24
12103,785.81
12104,785.57
12105,786.0
12106,785.99
12107,786.2999999999997
12108,786.13
12109,785.7999999999997
12110,785.9099999999999
12111,785.46
12112,784.97
12113,784.8447999999999
12114,784.9885
12115,784.56
12116,784.73
12117,784.8889999999999
12118,784.69
12119,784.6699999999997
12120,784.7999999999997
12121,785.06
12122,785.196
12123,785.58
12124,785.627
12125,785.49
12126,785.4966
12127,785.61
12128,785.685
12129,785.7
12130,785.49
12131,784.68
12132,784.8939
12133,785.08
12134,785.39
12135,785.24
12136,784.9810999999999
12137,785.3794
12138,785.1599999999999
12139,785.1499999999999
12140,784.87
12141,784.74
12142,784.51
12143,783.81
12144,784.4789999999997
12145,784.095
12146,783.75
12147,783.9199999999997
12148,784.11
12149,784.21
12150,784.12
12151,784.0299999999999
12152,783.58
12153,783.75
12154,784.08
12155,783.81
12156,784.83
12157,785.13
12158,784.375
12159,784.885
12160,784.89
12161,785.14
12162,784.87
12163,785.0184
12164,784.6
12165,784.51
12166,783.6436
12167,784.3916
12168,783.84
12169,783.93
12170,784.02
12171,783.834
12172,783.8999999999999
12173,783.7600999999999
12174,783.75
12175,783.8249999999997
12176,783.8999999999999
12177,783.64
12178,783.85
12179,783.71
12180,784.19
12181,783.87
12182,783.3999999999999
12183,783.36
12184,783.46
12185,783.39
12186,783.8739999999997
12187,783.62
12188,783.7899999999997
12189,783.8717
12190,783.99
12191,784.31
12192,784.2
12193,784.0
12194,783.865
12195,784.1
12196,784.2042
12197,784.64
12198,784.5299999999999
12199,784.2617
12200,784.26
12201,783.8999999999999
12202,784.0249999999999
12203,784.0737
12204,784.0299999999999
12205,783.62
12206,783.7999999999997
12207,783.93
12208,783.7
12209,783.9199999999997
